//npcId - hitpoints attackAnim defenceAnim deathAnim attackDelay deathDelay respawnDelay maxHit attackStyle attackGfx attackProjectile agressivenessType
3739 - 500 3901 3902 3903 3 1 25 200 MELEE -1 -1 AGRESSIVE
//Ice wolf - 132
3740 - 500 3901 3902 3903 3 1 25 200 MELEE -1 -1 AGRESSIVE
//Giant Skeleton - 80
3741 - 500 3901 3902 3903 3 1 25 200 MELEE -1 -1 AGRESSIVE
//Shadow Hound - 63
3742 - 300 3915 3916 3917 3 1 25 150 MELEE -1 -1 AGRESSIVE
//Fareed - 167
3743 - 400 3915 3916 3917 3 1 25 175 MELEE -1 -1 AGRESSIVE
//Possessed Priest - 91
3744 - 400 3915 3916 3917 3 1 25 175 MELEE -1 -1 AGRESSIVE
//Crocodile - 63
3745 - 500 3915 3916 3917 3 1 25 200 MELEE -1 -1 AGRESSIVE
//Jackal - 21
3746 - 500 3915 3916 3917 3 1 25 200 MELEE -1 -1 AGRESSIVE
//Locust - 18
3747 - 300 3908 3909 3910 3 1 25 100 MELEE -1 -1 AGRESSIVE
//Plague frog - 11
3748 - 400 3908 3909 3910 3 1 25 125 MELEE -1 -1 AGRESSIVE
//Scarab swarm - 98
3749 - 400 3908 3909 3910 3 1 25 125 MELEE -1 -1 AGRESSIVE
//Mummy - 84
3750 - 500 3908 3909 3910 3 1 25 150 MELEE -1 -1 AGRESSIVE
//Mummy - 84
3751 - 500 3908 3909 3910 3 1 25 150 MELEE -1 -1 AGRESSIVE
//Mummy - 84
3752 - 300 3879 3880 3881 3 1 25 150 SPECIAL -1 -1 AGRESSIVE
//Mummy - 84
3753 - 300 3879 3880 3881 3 1 25 150 SPECIAL -1 -1 AGRESSIVE
//Mummy - 84
3754 - 400 3879 3880 3881 3 1 25 175 SPECIAL -1 -1 AGRESSIVE
//Torag the Corrupted - 115
3755 - 400 3879 3880 3881 3 1 25 175 SPECIAL -1 -1 AGRESSIVE
//Verac the Defiled - 115
3756 - 400 3879 3880 3881 3 1 25 175 SPECIAL -1 -1 AGRESSIVE
//Bloodworm - 52
3757 - 400 3879 3880 3881 3 1 25 175 SPECIAL -1 -1 AGRESSIVE
//Crypt rat - 43
3758 - 500 3879 3880 3881 3 1 25 200 SPECIAL -1 -1 AGRESSIVE
//Giant crypt rat - 76
3759 - 500 3879 3880 3881 3 1 25 200 SPECIAL -1 -1 AGRESSIVE
//Crypt spider - 56
3760 - 500 3879 3880 3881 3 1 25 200 SPECIAL -1 -1 AGRESSIVE
//Giant crypt spider - 79
3761 - 500 3879 3880 3881 3 1 25 200 SPECIAL -1 -1 AGRESSIVE
//Skeleton - 77
3762 - 300 3923 3921 3922 3 1 25 150 RANGE -1 -1 AGRESSIVE
//Skeleton - 77
3763 - 300 3923 3921 3922 3 1 25 150 RANGE -1 -1 AGRESSIVE
//Zogre - 44
3764 - 400 3923 3921 3922 3 1 25 175 RANGE -1 -1 AGRESSIVE
//Zogre - 44
3765 - 400 3923 3921 3922 3 1 25 175 RANGE -1 -1 AGRESSIVE
//Zogre - 44
3766 - 400 3923 3921 3922 3 1 25 175 RANGE -1 -1 AGRESSIVE
//Zogre - 44
3767 - 400 3923 3921 3922 3 1 25 175 RANGE -1 -1 AGRESSIVE
//Zogre - 44
3768 - 500 3923 3921 3922 3 1 25 200 RANGE -1 -1 AGRESSIVE
//Zogre - 44
3769 - 500 3923 3921 3922 3 1 25 200 RANGE -1 -1 AGRESSIVE
//Skogre - 44
3770 - 500 3923 3921 3922 3 1 25 200 RANGE -1 -1 AGRESSIVE
//Zogre - 44
3771 - 500 3923 3921 3922 3 1 25 200 RANGE -1 -1 AGRESSIVE
//Zogre - 44
3772 - 400 3896 3895 3894 3 1 25 150 MELEE -1 -1 AGRESSIVE
//Zogre - 44
3773 - 500 3896 3895 3894 3 1 25 150 MELEE -1 -1 AGRESSIVE
//Zogre - 44
3774 - 500 3896 3895 3894 3 1 25 175 MELEE -1 -1 AGRESSIVE
//Zogre - 44
3775 - 600 3896 3895 3894 3 1 25 175 MELEE -1 -1 AGRESSIVE
//Skogre - 44
3776 - 600 3896 3895 3894 3 1 25 200 MELEE -1 -1 AGRESSIVE
//Skogre - 44
3782 - 500000 -1 -1 -1 5 2 0 10 MELEE -1 -1 AGRESSIVE
//Slash Bash - 111
3783 - 500 -1 -1 -1 4 1 60 61 MELEE -1 -1 PASSIVE
//Cave goblin guard - 26
3784 - 500000 -1 -1 -1 5 2 0 10 MELEE -1 -1 AGRESSIVE
//Cave goblin guard - 24
3785 - 500000 -1 -1 -1 5 2 0 10 MELEE -1 -1 AGRESSIVE
//Giant rat - 6
3808 - 1000 3960 3961 3962 10 1 60 90 MELEE -1 -1 PASSIVE
//Black Guard Berserker - 66
3814 - 100 -1 -1 -1 4 1 60 20 RANGE -1 -1 AGRESSIVE
//Black Guard Berserker - 66
3815 - 100 -1 -1 -1 4 1 60 10 MELEE -1 -1 AGRESSIVE
//Black Guard Berserker - 66
3816 - 100 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Market Guard - 20
3819 - 900 3960 3961 3962 4 1 60 80 MELEE -1 -1 PASSIVE
//Khazard trooper - 19
3835 - 2 -1 -1 -1 5 1 60 314 MELEE -1 -1 AGRESSIVE
//Khazard trooper - 19
3836 - 2 -1 -1 -1 5 1 60 314 MELEE -1 -1 AGRESSIVE
//Gnome troop - 3
3847 - 2800 3991 3990 3993 4 1 60 410 MAGE 1970 1970 AGRESSIVE
//Gnome troop - 3
3851 - 810 -1 -1 -1 4 1 60 100 MAGE -1 -1 PASSIVE
//Gnome troop - 3
3915 - 70 422 425 836 5 1 60 10 MELEE -1 -1 PASSIVE
//Gnome troop - 3
3939 - 850 -1 -1 -1 4 1 60 80 MELEE -1 -1 PASSIVE
//Gnome troop - 3
3940 - 500 -1 -1 -1 4 1 60 60 MELEE -1 -1 PASSIVE
//Paladin - 62
3943 - 1000 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Abyssal leech - 41
4261 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Abyssal guardian - 59
4262 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Abyssal walker - 81
4263 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
4264 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
4265 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
4266 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
4267 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
4268 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
4269 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
4270 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 2
4271 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Sir Leye - 20
4272 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Cow calf - 2
4273 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Chicken - 1
4274 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Chicken - 1
4275 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Chicken - 1
4276 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Giant Rock Crab - 137
4278 - 100 -1 -1 -1 5 1 60 20 MELEE -1 -1 AGRESSIVE
//Dagannoth spawn - 42
4279 - 200 -1 -1 -1 5 1 60 40 MELEE -1 -1 AGRESSIVE
//Wallasalki - 98
4280 - 400 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Bush snake - 35
4281 - 600 -1 -1 -1 5 1 60 75 MELEE -1 -1 AGRESSIVE
//Bush snake - 35
4282 - 800 -1 -1 -1 5 1 60 100 MELEE -1 -1 AGRESSIVE
//Jungle spider - 44
4283 - 990 -1 -1 -1 5 1 60 120 MELEE -1 -1 AGRESSIVE
//Jungle spider - 44
4284 - 1180 -1 -1 -1 5 1 60 140 MELEE -1 -1 AGRESSIVE
//
4291 - 4000 4652 4651 4653 5 1 60 1000 MELEE -1 -1 PASSIVE
//Broodoo victim - 60
4292 - 1000 4652 4651 4653 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Broodoo victim - 60
4307 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Broodoo victim - 60
4308 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Chaos druid - 13
4309 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Dagannoth - 90
4310 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Dagannoth - 88
4311 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Market Guard - 20
4336 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
4343 - 290 275 276 278 4 1 60 71 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
4344 - 50 220 221 223 4 1 60 71 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
4345 - 330 4915 4916 4917 2 1 60 71 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
4347 - 150 2397 2399 2398 3 1 60 30 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
4348 - 450 4234 4232 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//TzHaar-Mej - 103
4349 - 450 4234 4232 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//TzHaar-Hur - 74
4350 - 450 4234 4232 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//TzHaar-Hur - 74
4351 - 450 4234 4232 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//TzHaar-Hur - 74
4352 - 450 4234 4232 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//TzHaar-Hur - 74
4353 - 550 4234 4235 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//TzHaar-Xil - 133
4354 - 550 4234 4235 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//TzHaar-Xil - 133
4355 - 550 4234 4235 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//TzHaar-Xil - 133
4356 - 550 4234 4235 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//TzHaar-Xil - 133
4357 - 550 4234 4235 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//TzHaar-Xil - 133
4381 - 600 422 -1 836 5 1 60 84 MELEE -1 -1 AGRESSIVE
//TzHaar-Ket - 149
4382 - 660 -1 -1 -1 5 1 60 84 MELEE -1 -1 AGRESSIVE
//TzHaar-Ket - 149
4383 - 700 -1 -1 -1 5 1 60 84 MELEE -1 -1 AGRESSIVE
//TzHaar-Ket - 149
4384 - 640 -1 -1 -1 5 1 40 70 MELEE -1 -1 AGRESSIVE
//TzHaar-Ket - 149
4385 - 610 -1 -1 -1 5 1 40 65 MELEE -1 -1 AGRESSIVE
//Tz-Kih - 22
4386 - 910 -1 -1 -1 5 1 40 100 MELEE -1 -1 AGRESSIVE
//Tz-Kih - 22
4387 - 800 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Tz-Kek - 45
4388 - 800 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Tz-Kek - 45
4389 - 260 -1 -1 -1 4 1 60 16 MELEE -1 -1 AGRESSIVE
//Thief - 16
4390 - 260 -1 -1 -1 4 1 60 16 MELEE -1 -1 AGRESSIVE
//Highwayman - 5
4391 - 260 -1 -1 -1 4 1 60 16 MELEE -1 -1 AGRESSIVE
//Goblin - 2
4392 - 400 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Goblin - 2
4393 - 680 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Goblin - 2
4394 - 920 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Goblin - 2
4395 - 260 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Rat - 1
4396 - 20 -1 -1 -1 5 1 60 15 MELEE -1 -1 PASSIVE
//Hengel - 2
4397 - 750 -1 -1 -1 4 1 60 120 MAGE -1 -1 AGRESSIVE
//Hobgoblin - 28
4398 - 950 -1 -1 -1 4 1 60 150 MAGE -1 -1 AGRESSIVE
//Hobgoblin - 28
4399 - 1050 -1 -1 -1 4 1 60 160 MAGE -1 -1 AGRESSIVE
//Hobgoblin - 28
4400 - 500 5327 5328 5329 5 1 60 15 MELEE -1 -1 AGRESSIVE
//Hobgoblin - 28
4401 - 220 -1 -1 -1 4 1 60 15 MELEE -1 -1 AGRESSIVE
//Duck - 1
4402 - 550 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Pirate - 23
4403 - 370 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Thief - 16
4404 - 100 -1 -1 -1 6 1 60 24 MELEE -1 -1 PASSIVE
//Mugger - 6
4406 - 220 -1 -1 -1 6 1 60 24 MELEE -1 -1 PASSIVE
//Black knight - 33
4407 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Guard - 21
4408 - 120 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Guard - 21
4409 - 67 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Guard - 21
4410 - 170 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Guard - 21
4411 - 170 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Guard - 21
4412 - 170 6184 6183 6182 5 1 30 16 MELEE -1 -1 PASSIVE
//Fire wizard - 13
4413 - 160 6559 6557 6558 4 1 40 20 MELEE -1 -1 AGRESSIVE
//Water wizard - 13
4414 - 155 6559 6557 6558 4 1 30 19 MELEE -1 -1 AGRESSIVE
//Earth wizard - 13
4415 - 20 -1 -1 -1 5 1 60 15 MELEE -1 -1 PASSIVE
//Air wizard - 13
4418 - 1120 4300 4301 4302 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Tz-Kih - 22
4440 - 190 -1 -1 -1 4 1 60 27 MELEE -1 -1 PASSIVE
//Tz-Kih - 22
4470 - 250 -1 -1 -1 6 1 60 23 MELEE -1 -1 AGRESSIVE
//Tz-Kek - 45
4479 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Tz-Kek - 45
4480 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Tz-Kek - 22
4481 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Tox-Xil - 90
4482 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Tox-Xil - 90
4483 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Yt-MejKot - 180
4484 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Yt-MejKot - 180
4485 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Ket-Zek - 360
4486 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Ket-Zek - 360
4487 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Yt-HurKot - 108
4488 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Shadow - 73
4489 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Dark beast - 182
4490 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Ogre - 63
4491 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Lizard - 42
4492 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Desert Lizard - 24
4499 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Desert Lizard - 24
4527 - 1060 4388 4385 4389 4 4 60 150 MELEE -1 -1 AGRESSIVE
//Desert Lizard - 24
4528 - 1060 4388 4385 4389 4 4 60 150 MELEE -1 -1 AGRESSIVE
//Small Lizard - 12
4529 - 1060 4388 4385 4389 4 4 60 150 MELEE -1 -1 AGRESSIVE
//Small Lizard - 12
4530 - 1060 4388 4385 4389 4 4 60 150 MELEE -1 -1 AGRESSIVE
//Zombie pirate - 57
4531 - 1060 4388 4385 4389 4 4 60 150 MELEE -1 -1 AGRESSIVE
//Zombie pirate - 57
4532 - 1060 4388 4385 4389 4 4 60 150 MELEE -1 -1 AGRESSIVE
//Zombie pirate - 57
4533 - 1060 4388 4385 4389 4 4 60 150 MELEE -1 -1 AGRESSIVE
//Zombie pirate - 57
4540 - 940 -1 -1 -1 4 1 60 150 MELEE -1 -1 AGRESSIVE
//Zombie pirate - 57
4546 - 500 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Zombie pirate - 57
4548 - 500 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Evil spirit - 150
4603 - 220 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Fever spider - 49
4604 - 220 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//dag supreme
4605 - 220 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//dag prime
4606 - 220 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//dag rex
4658 - 120 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Wallasalki - 98
4659 - 120 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Giant Rock Crab - 137
4660 - 250 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Dagannoth - 88
4665 - 510 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Dagannoth - 90
4666 - 510 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Rock lobster - 127
4667 - 500 -1 -1 -1 4 1 60 54 MELEE -1 -1 AGRESSIVE
//Spinolyp - 76
4668 - 500 -1 -1 -1 4 1 60 54 MELEE -1 -1 AGRESSIVE
//Spinolyp - 76
4669 - 1400 12252 12251 12250 5 1 60 144 SPECIAL2 -1 -1 AGRESSIVE
//Spinolyp - 76
4670 - 1400 12252 12251 12250 5 1 60 144 SPECIAL2 -1 -1 AGRESSIVE
//Agrith Naar - 100
4671 - 1400 12252 12251 12250 5 1 60 144 SPECIAL2 -1 -1 AGRESSIVE
//Black golem - 75
4672 - 1400 12252 12251 12250 5 1 60 144 SPECIAL2 -1 -1 AGRESSIVE
//Poltenip - 21
4673 - 1900 12252 12251 12250 5 1 60 214 SPECIAL2 -1 -1 AGRESSIVE
//Radat - 21
4674 - 1900 12252 12251 12250 5 1 60 214 SPECIAL2 -1 -1 AGRESSIVE
//Earth Warrior Champion - 102
4675 - 1900 12252 12251 12250 5 1 60 214 SPECIAL2 -1 -1 AGRESSIVE
//Giant Champion - 56
4676 - 1900 12252 12251 12250 5 1 60 214 SPECIAL2 -1 -1 AGRESSIVE
//Ghoul Champion - 85
4677 - 750 12252 12251 12250 5 1 60 85 SPECIAL2 -1 -1 AGRESSIVE
//Hobgoblin Champion - 56
4678 - 750 12252 12251 12250 5 1 60 85 SPECIAL2 -1 -1 AGRESSIVE
//Imp Champion - 14
4679 - 750 12252 12251 12250 5 1 60 85 SPECIAL2 -1 -1 AGRESSIVE
//Jogre Champion - 107
4680 - 750 12252 12251 12250 5 1 60 85 SPECIAL2 -1 -1 AGRESSIVE
//Lesser Demon Champion - 162
4681 - 1050 12252 12251 12250 5 1 60 110 SPECIAL2 -1 -1 AGRESSIVE
//Skeleton Champion - 40
4682 - 1050 12252 12251 12250 5 1 60 110 SPECIAL2 -1 -1 AGRESSIVE
//Zombie Champion - 51
4683 - 1050 12252 12251 12250 5 1 60 110 SPECIAL2 -1 -1 AGRESSIVE
//Leon d'Cour - 141
4684 - 1050 12252 12251 12250 5 1 60 110 SPECIAL2 -1 -1 AGRESSIVE
//Skeletal Wyvern - 140
4685 - 700 -1 -1 -1 6 1 60 77 MELEE -1 -1 AGRESSIVE
//Skeletal Wyvern - 140
4686 - 700 -1 -1 -1 6 1 60 77 MELEE -1 -1 AGRESSIVE
//Skeletal Wyvern - 140
4687 - 700 -1 -1 -1 6 1 60 77 MELEE -1 -1 AGRESSIVE
//Skeletal Wyvern - 140
4688 - 600 -1 -1 -1 7 1 60 110 MELEE -1 -1 AGRESSIVE
//Ice giant - 53
4689 - 350 -1 -1 -1 7 1 60 48 MELEE -1 -1 AGRESSIVE
//Ice warrior - 57
4690 - 350 -1 -1 -1 7 1 60 48 MELEE -1 -1 AGRESSIVE
//Haakon the Champion - 29
4691 - 350 -1 -1 -1 7 1 60 48 MELEE -1 -1 AGRESSIVE
//Harpie Bug Swarm - 46
4692 - 350 -1 -1 -1 7 1 60 48 MELEE -1 -1 AGRESSIVE
//Pirate - 57
4693 - 350 -1 -1 -1 7 1 60 48 MELEE -1 -1 AGRESSIVE
//Pirate - 57
4694 - 790 64 65 67 5 1 60 85 MELEE -1 -1 AGRESSIVE
//Pirate - 57
4695 - 790 64 65 67 5 1 60 85 MELEE -1 -1 AGRESSIVE
//Pirate - 57
4696 - 790 19616 -1 19617 5 1 60 85 MELEE -1 -1 AGRESSIVE
//Pirate - 57
4697 - 790 64 65 67 5 1 60 85 MELEE -1 -1 AGRESSIVE
//Pirate - 57
4698 - 870 17463 -1 17464 5 1 60 97 MELEE -1 -1 AGRESSIVE
//Pirate - 57
4699 - 870 17463 -1 17464 5 1 60 97 MELEE -1 -1 AGRESSIVE
//Pirate - 57
4700 - 870 64 65 67 5 1 60 97 MELEE -1 -1 AGRESSIVE
//Pirate - 57
4701 - 870 64 65 67 5 1 60 97 MELEE -1 -1 AGRESSIVE
//Pirate - 57
4702 - 1570 64 65 67 5 1 60 167 MELEE -1 -1 AGRESSIVE
//Chaos Elemental - 305
4703 - 1570 64 65 67 5 1 60 167 MELEE -1 -1 AGRESSIVE
//Killerwatt - 55
4704 - 1570 64 65 67 5 1 60 167 MELEE -1 -1 AGRESSIVE
//Killerwatt - 55
4705 - 1570 64 65 67 5 1 60 167 MELEE -1 -1 AGRESSIVE
//Drunken man - 3
4706 - 15000 4652 4651 4653 5 4 -1 150 MAGE -1 -1 PASSIVE
//Man - 2
4774 - 600 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Man - 2
4775 - 600 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Woman - 2
4793 - 1550 -1 -1 -1 4 1 60 190 MELEE -1 -1 AGRESSIVE
//Guard - 21
4805 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Guard - 22
4806 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Guard - 19
4807 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Guard - 22
4808 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Guard - 22
4810 - 1610 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Guard - 22
4811 - 1610 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Cuffs - 3
4812 - 1610 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Rusty - 2
4813 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Jeff - 2
4814 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Guard - 19
4815 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Dark wizard - 23
4816 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Dark wizard - 22
4817 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Dark wizard - 11
4818 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Dark wizard - 11
4819 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Goblin - 5
4820 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Goblin - 5
4821 - 1610 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Goblin - 5
4822 - 1600 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Goblin - 5
4823 - 1600 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Skeleton - 22
4824 - 1600 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Cow - 2
4825 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Tanglefoot - 111
4826 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Giant Mole - 230
4827 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Mutated zygomite - 74
4828 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Mutated zygomite - 86
4829 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//White Knight - 38
4830 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//White Knight - 39
4831 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//White Knight - 42
4832 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Baby black dragon - 83
4833 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Icefiend - 18
4834 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Guard - 21
4835 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Guard - 21
4836 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Wild jade vine - 167
4837 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Wild jade vine - 167
4838 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Wild jade vine - 167
4839 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Wild jade vine - 167
4840 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Ogre - 53
4841 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Crab - 23
4842 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Mudskipper - 30
4843 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Mudskipper - 31
4844 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Crab - 21
4845 - 1600 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Jogre - 53
4847 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//High Level Jogre
4848 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Ogre - 53
4849 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Cyclossus - 156
4850 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Big Snake - 84
4851 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Culinaromancer - 75
